year,month,day,max_tmp
2017,07,24,31.900
2017,07,25,32.100
2017,07,26,31.500
2017,07,27,31.800
2017,07,28,32.000
2017,07,29,31.800
2017,07,30,31.800
2017,07,31,30.700
2017,08,01,31.900
2017,08,02,31.800
2017,08,03,31.700
2017,08,04,30.200
2017,08,05,30.400
2017,08,06,30.500
2017,08,07,32.200
2017,08,08,32.000
2017,08,09,32.500
2017,08,10,30.900
2017,08,11,30.600
2017,08,12,32.400
2017,08,13,32.800
2017,08,14,31.200
2017,08,15,30.100
2017,08,16,30.800
2017,08,17,31.800
2017,08,18,30.900
2017,08,19,30.900
2017,08,20,31.400
2017,08,21,32.300
2017,08,22,31.400
2017,08,23,
2017,08,24,32.100
2017,08,25,
2017,08,26,
2017,08,27,
2017,08,28,32.000
2017,08,29,32.800
2017,08,30,32.200
2017,08,31,32.200
2017,09,01,31.700
2017,09,02,32.900
2017,09,03,33.000
2017,09,04,31.800
2017,09,05,31.800
2017,09,06,31.400
2017,09,07,31.800
2017,09,08,32.800
2017,09,09,
2017,09,10,
2017,09,11,32.800
2017,09,12,31.300
2017,09,13,32.500
2017,09,14,32.300
2017,09,15,
2017,09,16,32.600
2017,09,17,33.200
2017,09,18,31.000
2017,09,19,32.100
2017,09,20,32.400
2017,09,21,32.200
2017,09,22,32.500
2017,09,23,32.500
2017,09,24,31.600
2017,09,25,31.500
2017,09,26,
2017,09,27,33.000
2017,09,28,32.100
2017,09,29,31.400
2017,09,30,32.200
2017,10,01,31.700
2017,10,02,32.500
2017,10,03,32.100
2017,10,04,32.600
2017,10,05,32.700
2017,10,06,33.100
2017,10,07,33.000
2017,10,08,31.700
2017,10,09,32.200
2017,10,10,31.900
2017,10,11,
2017,10,12,32.100
2017,10,13,32.600
2017,10,14,32.000
2017,10,15,
2017,10,16,31.500
2017,10,17,31.300
2017,10,18,31.600
2017,10,19,32.300
2017,10,20,31.900
2017,10,21,32.200
2017,10,22,
2017,10,23,
2017,10,24,32.400
2017,10,25,
2017,10,26,
2017,10,27,33.200
2017,10,28,32.800
2017,10,29,32.600
2017,10,30,31.900
2017,10,31,32.100
2017,11,01,32.700
2017,11,02,32.300
2017,11,03,32.500
2017,11,04,32.700
2017,11,05,32.200
2017,11,06,31.800
2017,11,07,32.600
2017,11,08,32.400
2017,11,09,32.000
2017,11,10,31.600
2017,11,11,32.100
2017,11,12,32.600
2017,11,13,32.300
2017,11,14,32.300
2017,11,15,31.900
2017,11,16,32.200
2017,11,17,
2017,11,18,32.200
2017,11,19,32.700
2017,11,20,32.800
2017,11,21,32.600
2017,11,22,32.100
2017,11,23,32.200
2017,11,24,31.800
2017,11,25,32.100
2017,11,26,32.400
2017,11,27,32.400
2017,11,28,31.900
2017,11,29,32.200
2017,11,30,32.100
2017,12,01,32.200
2017,12,02,31.400
2017,12,03,33.200
2017,12,04,32.900
2017,12,05,33.500
2017,12,06,33.200
2017,12,07,32.700
2017,12,08,32.600
2017,12,09,32.600
2017,12,10,33.100
2017,12,11,32.900
2017,12,12,33.000
2017,12,13,32.800
2017,12,14,32.400
2017,12,15,32.700
2017,12,16,32.500
2017,12,17,33.100
2017,12,18,32.700
2017,12,19,32.300
2017,12,20,31.400
2017,12,21,31.900
2017,12,22,30.100
2017,12,23,31.200
2017,12,24,32.000
2017,12,25,32.100
2017,12,26,30.800
2017,12,27,32.600
2017,12,28,32.100
2017,12,29,32.600
2017,12,30,32.500
2017,12,31,33.000
