,M_0,F_0,O_0,M_3,F_3,O_3,M_4,F_4,O_4,weekday,holiday,workingday,avg_pr,max_pr,min_pr,avg_tmp,min_tmp,max_tmp
2016-02-17,1192.0,531.0,0.0,66.0,25.0,0.0,4.0,0.0,0.0,2,0,1,0.0,0.0,0.0,26.88,26.0,31.599999999999998
2016-02-18,1073.0,483.0,0.0,64.0,38.0,0.0,0.0,0.0,0.0,3,0,1,0.0,0.0,0.0,27.16,23.8,32.0
2016-02-19,1118.0,491.0,0.0,88.0,42.0,0.0,0.0,0.0,0.0,4,0,1,62.55,93.6,37.2,30.15,25.65,31.6
2016-02-20,589.0,268.0,1.0,49.0,12.0,0.0,1.0,0.0,0.0,5,0,1,49.9,78.0,15.4,27.22,23.950000000000003,31.6
2016-02-21,705.0,484.0,1.0,56.0,60.0,0.0,1.0,1.0,0.0,6,0,0,8.399999999999999,20.4,0.0,28.813499999999998,25.7,31.65
2016-02-22,1060.0,475.0,0.0,108.0,66.0,0.0,3.0,2.0,0.0,0,0,1,1.7,4.8,0.0,28.520000000000003,24.6,30.85
2016-02-23,1047.0,405.0,1.0,77.0,27.0,0.0,0.0,0.0,0.0,1,0,1,6.825000000000001,15.4,0.6,28.59,25.65,31.05
2016-02-24,1187.0,471.0,2.0,131.0,46.0,1.0,0.0,0.0,0.0,2,0,1,6.85,13.8,1.6,28.42,23.6,32.3
2016-02-25,1233.0,535.0,2.0,143.0,55.0,0.0,1.0,0.0,0.0,3,0,1,0.225,0.5,0.0,28.7,25.6,32.15
2016-02-26,1149.0,507.0,1.0,95.0,44.0,0.0,1.0,0.0,0.0,4,0,1,0.19999999999999998,0.7,0.0,29.47,25.9,32.400000000000006
2016-02-27,808.0,375.0,3.0,38.0,28.0,0.0,1.0,0.0,0.0,5,0,1,0.0,0.0,0.0,27.84,25.0,31.95
2016-02-28,636.0,427.0,2.0,67.0,29.0,0.0,1.0,0.0,0.0,6,0,0,0.1,0.4,0.0,28.740000000000002,26.1,31.2
2016-02-29,1244.0,527.0,1.0,75.0,36.0,0.0,2.0,0.0,0.0,0,0,1,0.3,1.2,0.0,29.14,25.5,32.650000000000006
2016-03-01,1272.0,503.0,0.0,73.0,34.0,0.0,0.0,0.0,0.0,1,0,1,0.0,0.0,0.0,28.58,,33.1
2016-03-02,1230.0,528.0,2.0,57.0,40.0,0.0,0.0,0.0,0.0,2,0,1,0.0,0.0,0.0,27.76,24.7,33.1
2016-03-03,1174.0,480.0,5.0,81.0,33.0,0.0,0.0,0.0,0.0,3,0,1,0.0,0.0,0.0,27.94,25.3,32.45
2016-03-04,1121.0,468.0,0.0,93.0,50.0,0.0,0.0,0.0,0.0,4,0,1,0.75,1.2,0.0,28.4,23.0,32.15
2016-03-05,838.0,412.0,0.0,53.0,25.0,0.0,0.0,0.0,0.0,5,0,1,0.1,0.4,0.0,28.36,25.2,32.7
2016-03-06,731.0,487.0,0.0,70.0,33.0,0.0,0.0,0.0,0.0,6,0,0,0.0,0.0,0.0,28.54,25.2,33.0
2016-03-07,1144.0,483.0,1.0,90.0,46.0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,28.82,24.9,32.9
2016-03-08,1167.0,487.0,0.0,108.0,50.0,0.0,3.0,0.0,0.0,1,0,1,0.0,0.0,0.0,28.54,,32.5
2016-03-09,1199.0,549.0,0.0,139.0,47.0,0.0,0.0,0.0,0.0,2,0,1,2.65,4.0,1.2,28.18,25.5,31.85
2016-03-10,1115.0,488.0,2.0,132.0,76.0,0.0,0.0,0.0,0.0,3,0,1,1.2,4.8,0.0,28.48,25.0,32.400000000000006
2016-03-11,1107.0,483.0,1.0,86.0,62.0,0.0,1.0,0.0,0.0,4,0,1,0.125,0.5,0.0,29.269000000000002,24.9,33.05
2016-03-12,773.0,422.0,2.0,74.0,33.0,0.0,0.0,1.0,0.0,5,0,1,0.1,0.4,0.0,28.418,24.7,32.55
2016-03-13,682.0,394.0,0.0,102.0,48.0,0.0,1.0,1.0,0.0,6,0,0,0.05,0.2,0.0,27.778,24.9,32.6
2016-03-14,1045.0,431.0,0.0,122.0,33.0,0.0,2.0,1.0,0.0,0,0,1,44.55,57.6,23.4,27.400999999999996,23.0,31.9
2016-03-15,1215.0,493.0,0.0,91.0,30.0,0.0,1.0,0.0,0.0,1,0,1,3.8750000000000004,12.4,0.0,27.694000000000003,24.4,32.099999999999994
2016-03-16,1225.0,526.0,0.0,100.0,39.0,0.0,0.0,0.0,0.0,2,0,1,25.025,30.5,17.6,27.6085,24.2,31.200000000000003
2016-03-17,823.0,295.0,1.0,70.0,30.0,0.0,0.0,0.0,0.0,3,0,1,8.5,19.6,1.4,27.244,25.049999999999997,31.15
2016-03-18,1220.0,464.0,0.0,138.0,36.0,0.0,0.0,0.0,0.0,4,0,1,13.875,16.4,11.3,27.883499999999998,24.3,32.150000000000006
2016-03-19,800.0,418.0,0.0,87.0,44.0,0.0,0.0,0.0,0.0,5,1,0,0.39999999999999997,1.4,0.0,28.1275,24.85,32.2
2016-03-20,818.0,458.0,1.0,69.0,44.0,0.0,1.0,0.0,0.0,6,0,0,2.6999999999999997,6.8,0.0,28.521500000000003,25.2,32.05
2016-03-21,1319.0,546.0,0.0,140.0,63.0,0.0,0.0,0.0,0.0,0,0,1,3.05,6.2,0.0,28.554000000000002,25.55,32.5
2016-03-22,1346.0,572.0,1.0,106.0,47.0,0.0,2.0,0.0,0.0,1,0,1,0.95,2.4,0.0,28.599000000000004,25.05,32.45
2016-03-23,1286.0,545.0,1.0,96.0,60.0,0.0,1.0,1.0,0.0,2,0,1,0.9,2.0,0.0,28.069000000000003,25.049999999999997,32.4
2016-03-24,961.0,444.0,1.0,97.0,40.0,0.0,0.0,0.0,0.0,3,0,1,2.8499999999999996,5.6,0.0,28.451500000000003,24.1,31.950000000000003
2016-03-25,659.0,412.0,1.0,64.0,24.0,0.0,0.0,0.0,0.0,4,1,0,1.05,3.8,0.0,28.3005,24.3,32.2
2016-03-26,768.0,421.0,0.0,54.0,39.0,0.0,2.0,1.0,0.0,5,0,1,10.3,22.0,1.6,28.632,24.9,32.5
2016-03-27,534.0,369.0,0.0,40.0,34.0,0.0,1.0,2.0,0.0,6,1,0,18.925,40.6,6.2,28.474,25.15,32.2
2016-03-28,1192.0,518.0,0.0,109.0,50.0,0.0,6.0,2.0,0.0,0,0,1,6.95,12.2,1.4,27.844,25.3,31.95
2016-03-29,998.0,432.0,0.0,103.0,56.0,0.0,0.0,0.0,0.0,1,0,1,0.95,3.4,0.0,26.4625,24.65,31.05
2016-03-30,924.0,409.0,0.0,111.0,41.0,0.0,0.0,1.0,0.0,2,0,1,16.05,23.3,11.9,26.143499999999996,23.95,31.0
2016-03-31,829.0,360.0,0.0,105.0,57.0,0.0,0.0,0.0,0.0,3,0,1,100.125,123.8,76.0,25.961,23.25,29.75
2016-04-01,797.0,280.0,2.0,77.0,33.0,1.0,4.0,2.0,0.0,4,0,1,64.45,103.0,42.6,25.122999999999998,23.0,
2016-04-02,527.0,217.0,0.0,67.0,28.0,0.0,0.0,1.0,0.0,5,0,1,95.075,132.6,73.7,25.24,23.3,
2016-04-03,299.0,179.0,1.0,44.0,34.0,0.0,0.0,0.0,0.0,6,0,0,24.9,30.0,19.4,25.6455,23.9,30.2
2016-04-04,1037.0,416.0,0.0,134.0,72.0,0.0,1.0,1.0,0.0,0,0,1,2.6,4.6,1.6,27.310000000000002,23.7,31.15
2016-04-05,1036.0,416.0,1.0,149.0,75.0,0.0,3.0,0.0,0.0,1,0,1,9.55,12.6,6.6,28.22,23.8,32.0
2016-04-06,1179.0,473.0,1.0,142.0,64.0,0.0,2.0,1.0,0.0,2,0,1,3.2,6.3,0.3,27.66,24.3,31.65
2016-04-07,1193.0,475.0,1.0,111.0,56.0,0.0,1.0,0.0,0.0,3,0,1,4.575,6.5,1.6,26.78,,31.049999999999997
2016-04-08,1192.0,498.0,0.0,114.0,49.0,0.0,1.0,0.0,0.0,4,0,1,27.9,45.0,6.2,28.575000000000003,24.65,31.45
2016-04-09,835.0,412.0,0.0,136.0,47.0,0.0,4.0,1.0,0.0,5,0,1,4.95,10.4,2.2,28.7615,24.6,31.700000000000003
2016-04-10,656.0,449.0,0.0,113.0,65.0,0.0,3.0,0.0,0.0,6,0,0,0.22499999999999998,0.7,0.0,28.052500000000002,25.2,30.45
2016-04-11,1057.0,424.0,0.0,165.0,77.0,0.0,0.0,1.0,0.0,0,0,1,19.549999999999997,39.0,1.6,27.2735,24.2,30.75
2016-04-12,1212.0,556.0,1.0,138.0,56.0,0.0,0.0,1.0,0.0,1,0,1,19.6,29.2,0.0,28.198,24.799999999999997,31.65
2016-04-13,1180.0,543.0,0.0,131.0,61.0,0.0,2.0,1.0,0.0,2,1,0,0.0,0.0,0.0,28.106,24.05,31.95
2016-04-14,1161.0,515.0,0.0,172.0,66.0,0.0,0.0,0.0,0.0,3,0,1,7.199999999999999,24.4,0.0,28.413,24.7,32.400000000000006
2016-04-15,1256.0,548.0,0.0,136.0,90.0,0.0,0.0,1.0,0.0,4,0,1,6.2749999999999995,23.7,0.0,27.985500000000002,23.95,32.35
2016-04-16,836.0,417.0,1.0,104.0,50.0,0.0,1.0,0.0,0.0,5,0,1,6.450000000000001,11.8,3.6,27.8675,24.450000000000003,31.799999999999997
2016-04-17,655.0,403.0,1.0,78.0,40.0,0.0,2.0,1.0,0.0,6,0,0,0.6,2.0,0.0,27.4595,24.0,31.0
2016-04-18,1173.0,495.0,0.0,155.0,64.0,0.0,6.0,4.0,0.0,0,0,1,0.30000000000000004,1.1,0.0,27.6725,24.4,31.5
2016-04-19,1354.0,604.0,0.0,128.0,60.0,0.0,1.0,2.0,0.0,1,0,1,0.0,0.0,0.0,28.489,23.9,32.849999999999994
2016-04-20,1416.0,566.0,0.0,121.0,41.0,0.0,0.0,0.0,0.0,2,0,1,0.0,0.0,0.0,28.677,24.55,32.599999999999994
2016-04-21,1070.0,652.0,2.0,113.0,66.0,0.0,2.0,1.0,0.0,3,1,0,0.0,0.0,0.0,26.792,24.75,30.650000000000002
2016-04-22,717.0,294.0,0.0,74.0,27.0,0.0,2.0,0.0,0.0,4,0,1,60.800000000000004,88.4,38.0,27.5,23.05,32.1
2016-04-23,976.0,542.0,1.0,100.0,67.0,0.0,1.0,0.0,0.0,5,0,1,51.2,74.0,29.4,28.01,23.35,32.35
2016-04-24,865.0,603.0,1.0,78.0,54.0,0.0,3.0,0.0,0.0,6,0,0,0.0,0.0,0.0,28.3405,24.8,32.25
2016-04-25,1323.0,596.0,4.0,122.0,58.0,0.0,2.0,1.0,0.0,0,0,1,0.0,0.0,0.0,28.003500000000003,24.85,31.900000000000002
2016-04-26,1266.0,582.0,0.0,113.0,53.0,0.0,1.0,0.0,0.0,1,0,1,0.65,2.4,0.0,28.3335,25.35,32.25
2016-04-27,1394.0,623.0,0.0,104.0,48.0,0.0,0.0,0.0,0.0,2,0,1,0.0,0.0,0.0,28.419000000000004,25.049999999999997,32.25
2016-04-28,1356.0,614.0,0.0,133.0,69.0,0.0,1.0,1.0,0.0,3,0,1,0.0,0.0,0.0,27.822499999999998,24.45,31.55
2016-04-29,1173.0,530.0,0.0,121.0,58.0,0.0,1.0,0.0,0.0,4,0,1,12.5,25.4,0.8,27.576,24.35,31.6
2016-04-30,980.0,465.0,0.0,81.0,40.0,0.0,2.0,0.0,0.0,5,0,1,0.0,0.0,0.0,27.988500000000002,23.9,32.05
2016-05-01,899.0,601.0,0.0,86.0,57.0,0.0,0.0,1.0,0.0,6,0,0,0.06666666666666667,0.2,0.0,28.012,25.7,31.8
2016-05-02,1388.0,619.0,0.0,130.0,69.0,0.0,0.0,2.0,0.0,0,0,1,0.0,0.0,0.0,27.521,24.15,31.85
2016-05-03,1383.0,604.0,1.0,176.0,84.0,0.0,1.0,1.0,0.0,1,0,1,7.15,13.7,0.0,27.291,22.75,31.8
2016-05-04,1475.0,675.0,0.0,177.0,70.0,0.0,0.0,0.0,0.0,2,0,1,0.0,0.0,0.0,27.403499999999998,23.9,31.35
2016-05-05,1487.0,689.0,2.0,143.0,71.0,0.0,0.0,0.0,0.0,3,0,1,8.8,16.0,3.0,27.368000000000002,24.0,31.450000000000003
2016-05-06,1598.0,639.0,0.0,171.0,73.0,0.0,2.0,1.0,0.0,4,0,1,0.125,0.5,0.0,27.8,23.4,32.0
2016-05-07,1095.0,595.0,0.0,127.0,58.0,0.0,3.0,4.0,0.0,5,0,1,0.075,0.3,0.0,28.2295,24.5,32.2
2016-05-08,818.0,514.0,1.0,87.0,78.0,0.0,1.0,0.0,0.0,6,0,0,0.0,0.0,0.0,27.955,23.95,30.8
2016-05-09,1429.0,594.0,0.0,166.0,67.0,0.0,1.0,0.0,0.0,0,0,1,14.3,40.6,0.0,27.952,24.9,31.5
2016-05-10,1640.0,737.0,0.0,174.0,77.0,0.0,1.0,2.0,0.0,1,0,1,0.475,1.9,0.0,27.2215,24.700000000000003,30.75
2016-05-11,1426.0,622.0,0.0,170.0,67.0,0.0,2.0,0.0,0.0,2,0,1,8.925,11.7,5.2,26.330999999999996,24.1,30.5
2016-05-12,1484.0,595.0,0.0,166.0,63.0,0.0,1.0,0.0,0.0,3,0,1,34.3,56.0,19.0,26.7185,23.1,31.0
2016-05-13,1577.0,673.0,2.0,269.0,108.0,1.0,1.0,0.0,0.0,4,0,1,9.225,23.0,2.9,27.2495,23.9,31.4
2016-05-14,1169.0,599.0,4.0,165.0,77.0,0.0,1.0,0.0,0.0,5,0,1,2.55,6.8,0.0,27.7035,24.0,31.4
2016-05-15,1067.0,676.0,1.0,108.0,58.0,0.0,1.0,0.0,0.0,6,0,0,3.4,5.2,0.0,27.875,25.1,31.5
2016-05-16,1616.0,780.0,1.0,184.0,87.0,0.0,1.0,1.0,0.0,0,0,1,0.0,0.0,0.0,27.7325,24.9,31.45
2016-05-17,1808.0,884.0,1.0,214.0,128.0,0.0,0.0,2.0,0.0,1,0,1,0.0,0.0,0.0,27.66,25.15,31.2
2016-05-18,1533.0,771.0,0.0,210.0,90.0,0.0,1.0,2.0,0.0,2,0,1,1.3333333333333333,2.5,0.0,27.8,23.4,31.0
2016-05-19,1695.0,788.0,1.0,233.0,138.0,0.0,2.0,1.0,0.0,3,0,1,0.5666666666666667,1.5,0.0,27.84,24.9,31.45
2016-05-20,1574.0,705.0,1.0,155.0,75.0,0.0,0.0,1.0,0.0,4,0,1,0.25,1.0,0.0,27.46,25.049999999999997,31.7
2016-05-21,1145.0,624.0,5.0,162.0,66.0,0.0,2.0,1.0,0.0,5,0,1,0.125,0.5,0.0,27.42,24.3,31.2
2016-05-22,1058.0,774.0,2.0,129.0,123.0,1.0,1.0,0.0,0.0,6,0,0,0.0,0.0,0.0,28.06,24.2,31.25
2016-05-23,1530.0,753.0,0.0,158.0,126.0,0.0,2.0,1.0,0.0,0,0,1,1.7666666666666668,2.7,0.0,27.36,24.9,31.3
2016-05-24,1567.0,798.0,0.0,168.0,93.0,0.0,5.0,0.0,0.0,1,0,1,0.19999999999999998,0.6,0.0,27.56,23.0,31.35
2016-05-25,1531.0,735.0,0.0,167.0,92.0,0.0,0.0,2.0,0.0,2,0,1,1.5499999999999998,3.4,0.0,28.1,24.5,31.55
2016-05-26,1134.0,803.0,0.0,123.0,86.0,0.0,0.0,0.0,0.0,3,1,0,0.05,0.2,0.0,27.74,,31.75
2016-05-27,1395.0,693.0,0.0,127.0,52.0,0.0,4.0,0.0,0.0,4,0,1,2.325,4.5,0.0,27.48,24.8,31.35
2016-05-28,1011.0,639.0,2.0,95.0,78.0,0.0,0.0,1.0,0.0,5,0,1,0.0,0.0,0.0,27.9,23.3,31.549999999999997
2016-05-29,977.0,745.0,1.0,143.0,120.0,1.0,1.0,0.0,0.0,6,0,0,0.0,0.0,0.0,27.82,24.4,31.35
2016-05-30,1504.0,706.0,0.0,207.0,91.0,0.0,1.0,0.0,0.0,0,0,1,2.4499999999999997,4.5,0.8,26.86,24.8,30.75
2016-05-31,1413.0,685.0,1.0,266.0,100.0,1.0,1.0,0.0,0.0,1,0,1,2.5,6.0,0.7,28.1425,24.4,30.950000000000003
2016-06-01,1402.0,688.0,1.0,298.0,121.0,0.0,1.0,1.0,0.0,2,0,1,7.975,13.2,4.2,,24.4,31.6
2016-06-02,1351.0,646.0,1.0,208.0,104.0,0.0,4.0,0.0,0.0,3,0,1,0.0,0.0,0.0,,,31.549999999999997
2016-06-03,1354.0,646.0,1.0,222.0,92.0,1.0,2.0,1.0,0.0,4,0,1,0.05,0.2,0.0,,,31.549999999999997
2016-06-04,1121.0,605.0,0.0,190.0,82.0,0.0,2.0,0.0,0.0,5,0,1,0.0,0.0,0.0,,23.4,31.85
2016-06-05,1205.0,801.0,0.0,155.0,117.0,0.0,0.0,2.0,0.0,6,0,0,0.8,3.0,0.0,,,31.7
2016-06-06,1488.0,783.0,1.0,273.0,171.0,0.0,1.0,3.0,0.0,0,0,1,0.2,0.8,0.0,26.54,,31.55
2016-06-07,1730.0,810.0,1.0,240.0,102.0,0.0,0.0,0.0,0.0,1,0,1,14.225,26.4,6.4,27.54,22.9,31.5
2016-06-08,1588.0,858.0,2.0,218.0,104.0,0.0,3.0,1.0,0.0,2,0,1,0.0,0.0,0.0,,23.7,31.700000000000003
2016-06-09,1611.0,743.0,1.0,232.0,107.0,0.0,2.0,0.0,0.0,3,0,1,0.2,0.8,0.0,27.68,24.1,31.75
2016-06-10,1613.0,803.0,1.0,188.0,123.0,0.0,0.0,1.0,0.0,4,0,1,0.525,1.8,0.0,27.34,24.35,31.25
2016-06-11,1184.0,639.0,0.0,159.0,101.0,0.0,2.0,1.0,0.0,5,0,1,5.225,15.8,0.0,27.48,24.0,31.049999999999997
2016-06-12,977.0,728.0,1.0,141.0,88.0,0.0,0.0,1.0,0.0,6,0,0,5.65,14.6,0.0,26.6,,31.3
2016-06-13,1513.0,688.0,3.0,179.0,86.0,0.0,4.0,1.0,0.0,0,0,1,0.5,2.0,0.0,27.18,24.5,31.2
2016-06-14,1740.0,887.0,1.0,228.0,123.0,0.0,2.0,1.0,0.0,1,0,1,0.0,0.0,0.0,27.44,23.4,31.700000000000003
2016-06-15,1683.0,806.0,2.0,240.0,138.0,0.0,0.0,0.0,0.0,2,0,1,0.0,0.0,0.0,27.34,23.5,31.9
2016-06-16,1658.0,785.0,3.0,231.0,116.0,0.0,3.0,1.0,0.0,3,0,1,0.0,0.0,0.0,27.0,24.4,31.8
2016-06-17,1588.0,785.0,5.0,183.0,106.0,0.0,0.0,0.0,0.0,4,0,1,0.0,0.0,0.0,27.951999999999998,24.3,31.9
2016-06-18,1211.0,665.0,3.0,206.0,89.0,0.0,0.0,1.0,0.0,5,0,1,0.0,0.0,0.0,27.38,23.4,32.0
2016-06-19,1100.0,753.0,3.0,152.0,90.0,0.0,1.0,1.0,0.0,6,0,0,0.0,0.0,0.0,,23.5,31.700000000000003
2016-06-20,1664.0,822.0,2.0,195.0,79.0,0.0,0.0,1.0,0.0,0,0,1,0.0,0.0,0.0,27.38,24.5,31.9
2016-06-21,1536.0,801.0,2.0,163.0,138.0,0.0,2.0,0.0,0.0,1,0,1,0.0,0.0,0.0,26.9,24.0,32.0
2016-06-22,1613.0,748.0,1.0,245.0,106.0,0.0,3.0,1.0,0.0,2,0,1,1.225,3.4,0.0,,23.549999999999997,31.7
2016-06-23,1521.0,758.0,1.0,216.0,107.0,0.0,4.0,0.0,0.0,3,0,1,0.0,0.0,0.0,,24.4,32.05
2016-06-24,1452.0,651.0,0.0,192.0,94.0,0.0,3.0,3.0,0.0,4,0,1,0.0,0.0,0.0,27.56,,31.6
2016-06-25,1045.0,560.0,2.0,114.0,67.0,0.0,0.0,3.0,0.0,5,0,1,0.0,0.0,0.0,,24.5,31.3
2016-06-26,939.0,677.0,0.0,123.0,80.0,0.0,3.0,2.0,0.0,6,0,0,0.0,0.0,0.0,27.58,24.200000000000003,32.0
2016-06-27,1445.0,778.0,4.0,210.0,119.0,1.0,2.0,1.0,0.0,0,0,1,0.0,0.0,0.0,27.04,24.35,31.299999999999997
2016-06-28,1538.0,870.0,0.0,195.0,131.0,0.0,1.0,0.0,0.0,1,0,1,0.0,0.0,0.0,27.4135,23.85,31.2
2016-06-29,1518.0,761.0,0.0,197.0,90.0,0.0,2.0,0.0,0.0,2,0,1,0.0,0.0,0.0,27.216,22.3,
2016-06-30,1476.0,832.0,2.0,185.0,129.0,0.0,1.0,0.0,0.0,3,0,1,0.0,0.0,0.0,27.0675,22.9,31.9
2016-07-01,1571.0,749.0,0.0,235.0,114.0,0.0,3.0,1.0,0.0,4,0,1,0.0,0.0,0.0,27.229,22.75,32.25
2016-07-02,1042.0,572.0,0.0,139.0,76.0,0.0,3.0,0.0,0.0,5,0,1,0.0,0.0,0.0,27.383499999999998,22.85,32.8
2016-07-03,948.0,756.0,0.0,102.0,74.0,0.0,2.0,0.0,0.0,6,0,0,0.0,0.0,0.0,27.1965,23.85,32.150000000000006
2016-07-04,1519.0,778.0,3.0,145.0,78.0,0.0,2.0,2.0,0.0,0,0,1,0.0,0.0,0.0,27.0875,22.700000000000003,31.75
2016-07-05,1610.0,858.0,2.0,129.0,72.0,0.0,2.0,2.0,0.0,1,0,1,0.0,0.0,0.0,26.6475,23.3,30.5
2016-07-06,1330.0,617.0,2.0,144.0,77.0,0.0,2.0,1.0,0.0,2,0,1,5.475,12.2,0.0,26.6345,24.0,30.7
2016-07-07,1597.0,842.0,7.0,193.0,81.0,0.0,0.0,2.0,0.0,3,0,1,0.5,1.6,0.0,27.331,23.45,31.95
2016-07-08,1470.0,715.0,1.0,160.0,85.0,0.0,1.0,0.0,0.0,4,0,1,0.15,0.6,0.0,27.325,24.299999999999997,31.55
2016-07-09,1105.0,648.0,2.0,122.0,80.0,0.0,0.0,0.0,0.0,5,1,0,0.0,0.0,0.0,,,30.95
2016-07-10,1034.0,702.0,2.0,100.0,77.0,0.0,2.0,0.0,0.0,6,0,0,0.0,0.0,0.0,27.42,,30.8
2016-07-11,1636.0,821.0,6.0,171.0,95.0,0.0,1.0,4.0,0.0,0,0,1,0.0,0.0,0.0,27.262999999999998,24.4,30.7
2016-07-12,1853.0,951.0,4.0,158.0,106.0,0.0,1.0,0.0,0.0,1,0,1,0.175,0.5,0.0,27.268,24.1,32.0
2016-07-13,1677.0,864.0,7.0,179.0,83.0,0.0,2.0,3.0,0.0,2,0,1,0.05,0.2,0.0,27.345999999999997,23.450000000000003,32.2
2016-07-14,1660.0,883.0,1.0,133.0,71.0,0.0,1.0,1.0,0.0,3,0,1,0.0,0.0,0.0,27.543,24.15,31.8
2016-07-15,1656.0,795.0,8.0,148.0,74.0,0.0,1.0,1.0,0.0,4,0,1,0.0,0.0,0.0,27.442,23.700000000000003,
2016-07-16,1080.0,622.0,5.0,110.0,60.0,0.0,4.0,0.0,0.0,5,0,1,0.0,0.0,0.0,27.177,23.65,32.3
2016-07-17,1034.0,735.0,3.0,85.0,77.0,1.0,1.0,1.0,0.0,6,0,0,0.0,0.0,0.0,26.8995,23.549999999999997,31.4
2016-07-18,1680.0,872.0,6.0,148.0,74.0,1.0,1.0,1.0,0.0,0,0,1,0.0,0.0,0.0,26.868000000000002,22.75,31.299999999999997
2016-07-19,1693.0,879.0,2.0,144.0,96.0,0.0,3.0,0.0,0.0,1,0,1,0.575,1.8,0.0,27.3025,24.0,31.700000000000003
2016-07-20,1691.0,878.0,5.0,167.0,76.0,1.0,2.0,2.0,0.0,2,0,1,0.0,0.0,0.0,27.357,,31.7
2016-07-21,1592.0,845.0,0.0,210.0,104.0,0.0,1.0,1.0,0.0,3,0,1,0.0,0.0,0.0,27.083,23.6,30.5
2016-07-22,1519.0,737.0,1.0,149.0,79.0,1.0,2.0,1.0,0.0,4,0,1,0.0,0.0,0.0,27.2925,23.65,31.8
2016-07-23,1104.0,658.0,1.0,92.0,53.0,1.0,5.0,2.0,0.0,5,0,1,0.0,0.0,0.0,27.488000000000003,23.4,33.2
2016-07-24,1015.0,746.0,2.0,94.0,67.0,0.0,0.0,1.0,0.0,6,0,0,0.0,0.0,0.0,27.02,,31.6
2016-07-25,1625.0,860.0,6.0,119.0,71.0,0.0,1.0,0.0,0.0,0,0,1,0.0,0.0,0.0,27.1425,23.2,31.8
2016-07-26,1704.0,876.0,4.0,123.0,52.0,1.0,2.0,0.0,0.0,1,0,1,0.0,0.0,0.0,27.039,23.1,32.400000000000006
2016-07-27,1714.0,832.0,1.0,167.0,95.0,1.0,2.0,0.0,0.0,2,0,1,0.0,0.0,0.0,27.004,23.0,31.450000000000003
2016-07-28,1667.0,864.0,7.0,163.0,88.0,1.0,1.0,0.0,0.0,3,0,1,0.0,0.0,0.0,27.094,22.9,31.3
2016-07-29,1484.0,743.0,9.0,158.0,78.0,1.0,1.0,1.0,0.0,4,0,1,0.125,0.5,0.0,27.258499999999998,24.1,33.1
2016-07-30,1144.0,657.0,10.0,90.0,79.0,1.0,1.0,0.0,0.0,5,0,1,0.0,0.0,0.0,27.121,22.75,32.2
2016-07-31,1097.0,739.0,2.0,131.0,75.0,0.0,0.0,1.0,0.0,6,0,0,0.0,0.0,0.0,27.101,22.8,32.5
2016-08-01,1679.0,810.0,1.0,192.0,108.0,0.0,1.0,1.0,0.0,0,0,1,0.0,0.0,0.0,26.7545,22.55,32.15
2016-08-02,1559.0,877.0,3.0,158.0,90.0,0.0,0.0,1.0,0.0,1,1,0,0.0,0.0,0.0,26.921,23.05,31.7
2016-08-03,1610.0,901.0,1.0,178.0,100.0,0.0,0.0,0.0,0.0,2,0,1,0.0,0.0,0.0,27.331500000000002,22.75,32.5
2016-08-04,1603.0,849.0,4.0,155.0,95.0,0.0,0.0,1.0,0.0,3,0,1,0.0,0.0,0.0,27.2365,23.75,32.55
2016-08-05,1589.0,759.0,2.0,155.0,59.0,0.0,2.0,0.0,0.0,4,1,0,0.0,0.0,0.0,27.1845,23.05,32.45
2016-08-06,1191.0,686.0,3.0,142.0,75.0,0.0,0.0,0.0,0.0,5,0,1,0.0,0.0,0.0,27.29,23.65,32.3
2016-08-07,1171.0,790.0,0.0,130.0,83.0,0.0,0.0,1.0,0.0,6,0,0,0.0,0.0,0.0,26.9465,23.05,32.15
2016-08-08,1518.0,765.0,2.0,163.0,85.0,0.0,12.0,5.0,0.0,0,0,1,0.3,1.0,0.0,27.091,24.45,31.45
2016-08-09,1594.0,855.0,3.0,162.0,95.0,0.0,4.0,0.0,0.0,1,0,1,0.0,0.0,0.0,27.1785,24.35,31.6
2016-08-10,1719.0,860.0,4.0,184.0,91.0,1.0,2.0,0.0,0.0,2,0,1,0.0,0.0,0.0,27.216500000000003,24.200000000000003,31.6
2016-08-11,1788.0,873.0,5.0,173.0,82.0,1.0,0.0,1.0,0.0,3,0,1,0.0,0.0,0.0,26.927500000000002,22.799999999999997,31.0
2016-08-12,1651.0,826.0,1.0,149.0,79.0,0.0,2.0,0.0,0.0,4,0,1,0.525,1.9,0.0,26.985999999999997,23.35,30.65
2016-08-13,1287.0,734.0,1.0,134.0,62.0,0.0,1.0,1.0,0.0,5,0,1,0.0,0.0,0.0,26.8435,24.4,30.75
2016-08-14,885.0,637.0,4.0,130.0,90.0,1.0,0.0,0.0,0.0,6,1,0,0.0,0.0,0.0,26.823999999999998,22.75,31.2
2016-08-15,1229.0,854.0,4.0,131.0,93.0,0.0,1.0,1.0,0.0,0,1,0,0.0,0.0,0.0,27.3365,24.5,31.65
2016-08-16,1676.0,735.0,3.0,173.0,82.0,0.0,1.0,0.0,0.0,1,0,1,0.05,0.2,0.0,27.2215,24.200000000000003,31.65
2016-08-17,1786.0,869.0,6.0,155.0,97.0,0.0,0.0,2.0,0.0,2,0,1,0.0,0.0,0.0,26.932000000000002,24.6,31.0
