,M_0,F_0,O_0,M_3,F_3,O_3,M_4,F_4,O_4,weekday,holiday,workingday,avg_pr,max_pr,min_pr,avg_tmp,min_tmp,max_tmp
2017-08-23,949.0,444.0,5.0,159.0,75.0,0.0,1.0,1.0,0.0,2,0,1,0.0,0.0,0.0,27.2455,23.15,32.0
2017-08-24,983.0,423.0,5.0,129.0,53.0,0.0,0.0,0.0,0.0,3,0,1,0.0,0.0,0.0,27.4355,23.5,32.1
2017-08-25,911.0,361.0,0.0,144.0,46.0,0.0,2.0,1.0,0.0,4,0,1,0.0,0.0,0.0,27.488000000000003,23.35,32.3
2017-08-26,651.0,298.0,0.0,56.0,31.0,1.0,2.0,0.0,0.0,5,0,1,0.0,0.0,0.0,27.629,,
2017-08-27,689.0,441.0,2.0,77.0,54.0,0.0,0.0,0.0,0.0,6,0,0,0.0,0.0,0.0,27.28,24.2,31.7
2017-08-28,941.0,426.0,3.0,141.0,44.0,0.0,2.0,2.0,0.0,0,0,1,0.0,0.0,0.0,27.515,24.0,32.15
2017-08-29,954.0,426.0,6.0,144.0,86.0,1.0,7.0,1.0,0.0,1,0,1,0.0,0.0,0.0,27.421,23.75,32.5
2017-08-30,900.0,324.0,4.0,177.0,68.0,0.0,8.0,1.0,0.0,2,0,1,0.0,0.0,0.0,27.307499999999997,23.85,31.950000000000003
2017-08-31,843.0,325.0,1.0,118.0,52.0,0.0,2.0,1.0,0.0,3,0,1,0.0,0.0,0.0,27.5015,24.9,31.950000000000003
2017-09-01,888.0,349.0,4.0,85.0,29.0,0.0,3.0,0.0,0.0,4,0,1,0.0,0.0,0.0,27.488500000000002,24.049999999999997,32.15
2017-09-02,636.0,323.0,1.0,47.0,27.0,0.0,0.0,1.0,0.0,5,0,1,0.0,0.0,0.0,27.4555,24.25,32.8
2017-09-03,693.0,419.0,0.0,74.0,25.0,0.0,3.0,0.0,0.0,6,0,0,0.0,0.0,0.0,27.197,23.85,32.35
2017-09-04,799.0,378.0,0.0,104.0,44.0,0.0,4.0,0.0,0.0,0,0,1,0.0,0.0,0.0,26.856500000000004,22.799999999999997,31.75
2017-09-05,918.0,417.0,3.0,135.0,49.0,0.0,6.0,1.0,0.0,1,0,1,0.0,0.0,0.0,26.371,22.55,31.4
2017-09-06,894.0,371.0,2.0,105.0,43.0,0.0,2.0,1.0,0.0,2,0,1,2.625,7.4,0.0,26.934,22.85,31.6
2017-09-07,624.0,417.0,0.0,66.0,62.0,0.0,3.0,1.0,0.0,3,0,1,0.0,0.0,0.0,27.228499999999997,23.950000000000003,31.9
2017-09-08,786.0,351.0,0.0,85.0,38.0,0.0,5.0,0.0,0.0,4,0,1,0.0,0.0,0.0,27.716500000000003,23.9,32.8
2017-09-09,671.0,375.0,1.0,101.0,43.0,0.0,2.0,0.0,0.0,5,0,1,0.0,0.0,0.0,27.983,24.1,
2017-09-10,595.0,396.0,0.0,56.0,44.0,0.0,0.0,1.0,0.0,6,0,0,0.0,0.0,0.0,27.5475,25.35,32.5
2017-09-11,889.0,417.0,3.0,67.0,46.0,0.0,4.0,1.0,0.0,0,0,1,0.0,0.0,0.0,27.412999999999997,22.4,32.0
2017-09-12,881.0,384.0,4.0,103.0,44.0,0.0,2.0,2.0,0.0,1,0,1,0.0,0.0,0.0,27.4225,24.15,31.75
2017-09-13,913.0,383.0,3.0,66.0,40.0,0.0,2.0,2.0,0.0,2,0,1,0.0,0.0,0.0,27.2895,24.049999999999997,32.15
2017-09-14,902.0,403.0,5.0,73.0,45.0,1.0,2.0,0.0,0.0,3,0,1,0.0,0.0,0.0,27.314,23.15,32.3
2017-09-15,912.0,351.0,0.0,57.0,49.0,0.0,6.0,1.0,0.0,4,0,1,0.0,0.0,0.0,27.2785,23.15,32.0
2017-09-16,619.0,291.0,2.0,58.0,36.0,0.0,1.0,2.0,0.0,5,0,1,0.0,0.0,0.0,27.206,22.799999999999997,32.6
2017-09-17,667.0,444.0,5.0,82.0,53.0,2.0,3.0,3.0,0.0,6,0,0,0.0,0.0,0.0,27.401500000000002,23.25,32.25
2017-09-18,841.0,333.0,1.0,132.0,56.0,0.0,1.0,0.0,0.0,0,0,1,0.0,0.0,0.0,27.2535,25.05,31.3
2017-09-19,898.0,384.0,3.0,121.0,85.0,1.0,3.0,2.0,0.0,1,0,1,0.0,0.0,0.0,27.3245,22.950000000000003,31.950000000000003
2017-09-20,895.0,373.0,3.0,103.0,46.0,0.0,1.0,1.0,0.0,2,0,1,0.0,0.0,0.0,27.116500000000002,24.35,32.15
2017-09-21,892.0,351.0,4.0,123.0,32.0,0.0,5.0,5.0,0.0,3,0,1,0.0,0.0,0.0,27.2015,23.05,31.950000000000003
2017-09-22,824.0,366.0,1.0,110.0,43.0,0.0,8.0,2.0,0.0,4,0,1,0.0,0.0,0.0,27.254,24.6,32.45
2017-09-23,628.0,282.0,3.0,80.0,38.0,0.0,2.0,0.0,0.0,5,0,1,0.1,0.4,0.0,27.308,24.9,31.8
2017-09-24,552.0,334.0,2.0,85.0,38.0,0.0,1.0,3.0,0.0,6,0,0,0.0,0.0,0.0,27.3175,23.65,31.450000000000003
2017-09-25,802.0,386.0,5.0,103.0,25.0,4.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,27.489,24.6,31.95
2017-09-26,842.0,362.0,3.0,109.0,44.0,0.0,2.0,0.0,0.0,1,0,1,0.0,0.0,0.0,27.665,24.35,
2017-09-27,882.0,371.0,1.0,121.0,56.0,0.0,1.0,0.0,0.0,2,0,1,0.0,0.0,0.0,27.6095,24.6,32.4
2017-09-28,881.0,386.0,2.0,179.0,63.0,0.0,1.0,0.0,0.0,3,0,1,0.0,0.0,0.0,27.5715,24.3,31.8
2017-09-29,779.0,384.0,2.0,140.0,61.0,3.0,5.0,1.0,0.0,4,0,1,0.0,0.0,0.0,27.229,25.15,31.65
2017-09-30,660.0,311.0,7.0,76.0,37.0,0.0,5.0,3.0,0.0,5,0,1,0.0,0.0,0.0,27.1555,23.45,31.75
2017-10-01,518.0,329.0,1.0,82.0,41.0,0.0,0.0,1.0,0.0,6,0,0,0.0,0.0,0.0,27.4315,23.55,32.05
2017-10-02,619.0,289.0,4.0,89.0,39.0,1.0,1.0,1.0,0.0,0,0,1,0.0,0.0,0.0,27.469,24.6,32.2
2017-10-03,802.0,374.0,5.0,143.0,54.0,0.0,3.0,0.0,0.0,1,0,1,0.0,0.0,0.0,27.7325,24.1,32.3
2017-10-04,847.0,327.0,5.0,121.0,61.0,1.0,4.0,2.0,0.0,2,0,1,0.0,0.0,0.0,27.871,24.25,32.5
2017-10-05,789.0,388.0,5.0,107.0,48.0,0.0,4.0,0.0,0.0,3,0,1,0.0,0.0,0.0,27.734,24.3,32.7
2017-10-06,780.0,343.0,1.0,96.0,53.0,0.0,3.0,0.0,0.0,4,0,1,0.0,0.0,0.0,27.7055,23.700000000000003,33.1
2017-10-07,635.0,340.0,1.0,61.0,32.0,0.0,0.0,0.0,0.0,5,0,1,0.0,0.0,0.0,27.7305,24.25,32.25
2017-10-08,541.0,356.0,5.0,49.0,36.0,0.0,3.0,1.0,0.0,6,0,0,0.0,0.0,0.0,27.4795,23.9,31.75
2017-10-09,779.0,326.0,1.0,115.0,59.0,0.0,4.0,2.0,0.0,0,0,1,0.0,0.0,0.0,27.506500000000003,25.15,31.700000000000003
2017-10-10,758.0,310.0,1.0,69.0,25.0,0.0,4.0,2.0,0.0,1,0,1,0.0,0.0,0.0,26.924500000000002,24.35,30.95
2017-10-11,696.0,285.0,1.0,69.0,25.0,0.0,2.0,2.0,0.0,2,0,1,0.13333333333333333,0.4,0.0,26.874000000000002,24.4,
2017-10-12,527.0,277.0,2.0,109.0,54.0,0.0,1.0,3.0,0.0,3,0,1,0.5333333333333333,1.6,0.0,27.371000000000002,24.4,32.05
2017-10-13,651.0,302.0,1.0,63.0,23.0,1.0,1.0,0.0,0.0,4,0,1,0.0,0.0,0.0,27.487499999999997,23.9,32.1
2017-10-14,496.0,265.0,1.0,50.0,16.0,0.0,1.0,0.0,0.0,5,0,1,0.0,0.0,0.0,27.235999999999997,24.75,30.95
2017-10-15,531.0,402.0,2.0,48.0,27.0,0.0,1.0,0.0,0.0,6,1,0,0.8999999999999999,2.4,0.0,26.8365,24.9,31.1
2017-10-16,696.0,284.0,2.0,73.0,39.0,0.0,3.0,0.0,0.0,0,0,1,0.9249999999999999,2.0,0.0,27.214,24.05,31.45
2017-10-17,750.0,320.0,2.0,76.0,44.0,0.0,3.0,0.0,0.0,1,1,0,3.5749999999999997,5.6,0.0,27.309,24.2,31.3
2017-10-18,708.0,318.0,1.0,95.0,63.0,0.0,4.0,1.0,0.0,2,0,1,0.175,0.5,0.0,27.75,24.4,31.700000000000003
2017-10-19,793.0,350.0,0.0,126.0,77.0,0.0,1.0,1.0,0.0,3,0,1,0.0,0.0,0.0,27.859,25.15,31.95
2017-10-20,549.0,264.0,0.0,65.0,47.0,0.0,2.0,1.0,0.0,4,0,1,0.0,0.0,0.0,27.996000000000002,26.05,32.0
2017-10-21,520.0,262.0,1.0,96.0,44.0,0.0,1.0,1.0,0.0,5,0,1,0.0,0.0,0.0,28.066999999999997,25.55,32.2
2017-10-22,503.0,332.0,0.0,118.0,90.0,0.0,5.0,0.0,0.0,6,0,0,0.0,0.0,0.0,28.0235,25.4,
2017-10-23,700.0,267.0,0.0,58.0,33.0,0.0,2.0,0.0,0.0,0,0,1,0.0,0.0,0.0,28.0415,23.4,32.5
2017-10-24,761.0,286.0,0.0,84.0,29.0,0.0,3.0,3.0,0.0,1,0,1,0.0,0.0,0.0,28.188000000000002,25.65,32.4
2017-10-25,703.0,281.0,2.0,53.0,26.0,0.0,2.0,0.0,0.0,2,0,1,0.0,0.0,0.0,,24.5,
2017-10-26,740.0,320.0,0.0,66.0,42.0,0.0,1.0,1.0,0.0,3,0,1,0.0,0.0,0.0,28.201,24.8,
2017-10-27,710.0,299.0,0.0,65.0,35.0,0.0,2.0,1.0,0.0,4,0,1,0.0,0.0,0.0,27.955,25.45,32.8
2017-10-28,508.0,256.0,0.0,53.0,30.0,0.0,4.0,0.0,0.0,5,1,0,0.0,0.0,0.0,27.9585,25.25,32.599999999999994
2017-10-29,478.0,282.0,1.0,69.0,42.0,0.0,4.0,4.0,0.0,6,0,0,0.0,0.0,0.0,27.921,25.7,32.05
2017-10-30,675.0,272.0,0.0,76.0,49.0,0.0,0.0,1.0,0.0,0,0,1,0.175,0.7,0.0,27.835,25.05,31.95
2017-10-31,668.0,305.0,1.0,65.0,23.0,0.0,3.0,1.0,0.0,1,0,1,0.0,0.0,0.0,27.9565,25.4,32.1
2017-11-01,667.0,283.0,1.0,60.0,37.0,0.0,2.0,0.0,0.0,2,0,1,0.0,0.0,0.0,27.959000000000003,24.45,32.3
2017-11-02,620.0,298.0,3.0,80.0,36.0,0.0,1.0,1.0,0.0,3,0,1,0.0,0.0,0.0,27.9715,24.700000000000003,32.25
2017-11-03,604.0,258.0,1.0,89.0,43.0,0.0,2.0,1.0,0.0,4,0,1,0.0,0.0,0.0,28.122500000000002,26.05,32.55
2017-11-04,471.0,246.0,1.0,42.0,17.0,0.0,1.0,0.0,0.0,5,0,1,0.3,1.2,0.0,27.9015,24.8,32.25
2017-11-05,419.0,279.0,0.0,42.0,19.0,0.0,2.0,1.0,0.0,6,0,0,0.0,0.0,0.0,27.6605,25.0,31.85
2017-11-06,571.0,249.0,0.0,58.0,25.0,0.0,2.0,2.0,0.0,0,0,1,0.0,0.0,0.0,27.884,25.25,32.0
2017-11-07,637.0,289.0,0.0,54.0,29.0,0.0,5.0,0.0,0.0,1,0,1,0.0,0.0,0.0,27.7605,25.5,32.35
2017-11-08,679.0,282.0,2.0,50.0,28.0,0.0,1.0,0.0,0.0,2,0,1,0.0,0.0,0.0,27.6575,25.3,31.95
2017-11-09,654.0,292.0,0.0,87.0,42.0,0.0,1.0,0.0,0.0,3,0,1,0.0,0.0,0.0,27.442999999999998,24.25,31.4
2017-11-10,561.0,276.0,2.0,60.0,53.0,1.0,2.0,0.0,0.0,4,0,1,0.125,0.5,0.0,27.6205,25.05,31.700000000000003
2017-11-11,436.0,233.0,1.0,50.0,38.0,0.0,0.0,0.0,0.0,5,0,1,0.0,0.0,0.0,27.585,25.05,32.150000000000006
2017-11-12,378.0,302.0,2.0,46.0,48.0,0.0,1.0,1.0,0.0,6,0,0,0.0,0.0,0.0,27.628,23.55,32.2
2017-11-13,479.0,225.0,0.0,42.0,24.0,0.0,0.0,1.0,0.0,0,0,1,0.0,0.0,0.0,27.955,24.85,32.099999999999994
2017-11-14,604.0,277.0,1.0,37.0,25.0,0.0,1.0,1.0,0.0,1,0,1,0.0,0.0,0.0,27.987000000000002,25.5,31.75
2017-11-15,494.0,324.0,0.0,72.0,46.0,0.0,1.0,2.0,0.0,2,1,0,0.0,0.0,0.0,27.63,25.700000000000003,31.85
2017-11-16,565.0,227.0,0.0,77.0,31.0,1.0,2.0,1.0,0.0,3,0,1,0.0,0.0,0.0,27.0135,23.35,31.35
2017-11-17,561.0,263.0,0.0,92.0,36.0,0.0,2.0,0.0,0.0,4,0,1,0.0,0.0,0.0,27.48,24.25,31.3
2017-11-18,483.0,211.0,0.0,73.0,39.0,0.0,0.0,0.0,0.0,5,0,1,0.9750000000000001,3.7,0.0,27.3995,25.0,32.05
2017-11-19,402.0,231.0,2.0,122.0,60.0,0.0,1.0,0.0,0.0,6,0,0,0.0,0.0,0.0,27.673,23.549999999999997,32.35
2017-11-20,530.0,242.0,1.0,80.0,34.0,0.0,3.0,0.0,0.0,0,1,0,0.0,0.0,0.0,27.671,24.950000000000003,32.3
2017-11-21,626.0,261.0,1.0,69.0,18.0,0.0,4.0,0.0,0.0,1,0,1,0.05,0.2,0.0,27.749000000000002,24.8,32.15
2017-11-22,637.0,264.0,0.0,43.0,24.0,0.0,3.0,0.0,0.0,2,0,1,0.0,0.0,0.0,27.804000000000002,25.7,31.75
2017-11-23,621.0,266.0,1.0,66.0,31.0,1.0,1.0,0.0,0.0,3,0,1,0.0,0.0,0.0,27.8375,24.75,31.700000000000003
2017-11-24,572.0,251.0,0.0,44.0,23.0,0.0,1.0,0.0,0.0,4,0,1,0.0,0.0,0.0,27.759,25.6,31.8
2017-11-25,463.0,215.0,1.0,73.0,33.0,0.0,1.0,0.0,0.0,5,0,1,0.0,0.0,0.0,27.798499999999997,25.5,32.0
2017-11-26,423.0,263.0,0.0,51.0,25.0,0.0,1.0,0.0,0.0,6,0,0,0.0,0.0,0.0,27.994999999999997,25.200000000000003,32.3
2017-11-27,485.0,211.0,0.0,79.0,20.0,0.0,1.0,0.0,0.0,0,0,1,0.0,0.0,0.0,27.8465,25.950000000000003,32.0
2017-11-28,514.0,240.0,1.0,63.0,29.0,0.0,8.0,0.0,0.0,1,0,1,0.4,1.6,0.0,27.672,24.450000000000003,31.85
2017-11-29,487.0,215.0,0.0,66.0,24.0,0.0,1.0,1.0,0.0,2,0,1,0.0,0.0,0.0,27.972,25.25,32.150000000000006
2017-11-30,491.0,204.0,0.0,60.0,25.0,0.0,6.0,2.0,0.0,3,0,1,0.0,0.0,0.0,28.109,25.85,31.950000000000003
2017-12-01,477.0,223.0,0.0,77.0,18.0,0.0,6.0,2.0,0.0,4,0,1,0.0,0.0,0.0,27.868000000000002,25.7,32.0
2017-12-02,344.0,170.0,1.0,29.0,18.0,0.0,1.0,1.0,0.0,5,0,1,0.55,2.2,0.0,27.668499999999998,25.15,32.099999999999994
2017-12-03,273.0,214.0,4.0,20.0,38.0,0.0,0.0,2.0,0.0,6,0,0,0.0,0.0,0.0,28.3445,25.35,33.0
2017-12-04,425.0,193.0,0.0,37.0,15.0,0.0,2.0,1.0,0.0,0,0,1,0.0,0.0,0.0,28.5595,25.95,33.2
2017-12-05,557.0,238.0,0.0,23.0,14.0,0.0,0.0,1.0,0.0,1,0,1,0.0,0.0,0.0,28.5975,25.45,33.5
2017-12-06,541.0,241.0,0.0,17.0,22.0,0.0,0.0,1.0,0.0,2,1,0,0.0,0.0,0.0,28.465,26.45,33.2
2017-12-07,578.0,226.0,0.0,34.0,9.0,0.0,3.0,0.0,0.0,3,0,1,0.0,0.0,0.0,28.339000000000002,26.05,32.7
2017-12-08,479.0,231.0,0.0,34.0,19.0,0.0,2.0,1.0,0.0,4,0,1,0.0,0.0,0.0,28.2545,25.4,32.6
2017-12-09,453.0,234.0,2.0,29.0,17.0,0.0,2.0,0.0,0.0,5,0,1,0.0,0.0,0.0,28.2655,24.75,32.400000000000006
2017-12-10,343.0,202.0,1.0,7.0,6.0,0.0,2.0,0.0,0.0,6,1,0,0.0,0.0,0.0,28.234,25.05,32.900000000000006
2017-12-11,479.0,261.0,2.0,19.0,12.0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,28.295,25.3,32.8
2017-12-12,521.0,271.0,0.0,16.0,18.0,0.0,0.0,0.0,0.0,1,0,1,0.0,0.0,0.0,28.554499999999997,25.6,32.7
2017-12-13,481.0,195.0,0.0,47.0,25.0,0.0,0.0,1.0,0.0,2,0,1,0.0,0.0,0.0,28.544,26.049999999999997,32.599999999999994
2017-12-14,559.0,239.0,0.0,37.0,15.0,0.0,1.0,1.0,0.0,3,0,1,0.3,1.2,0.0,28.1845,26.0,32.3
2017-12-15,473.0,185.0,2.0,45.0,27.0,0.0,1.0,0.0,0.0,4,0,1,0.05,0.2,0.0,28.131,25.0,32.35
2017-12-16,351.0,151.0,0.0,29.0,11.0,0.0,1.0,0.0,0.0,5,0,1,0.0,0.0,0.0,28.328000000000003,26.0,32.4
2017-12-17,339.0,182.0,0.0,41.0,15.0,0.0,0.0,0.0,0.0,6,0,0,0.0,0.0,0.0,28.474,26.45,32.75
2017-12-18,437.0,184.0,0.0,33.0,19.0,0.0,1.0,1.0,0.0,0,0,1,0.0,0.0,0.0,28.4265,25.75,32.55
2017-12-19,242.0,85.0,0.0,13.0,9.0,0.0,0.0,0.0,0.0,1,0,1,0.0,0.0,0.0,28.228499999999997,26.45,32.15
2017-12-20,240.0,106.0,0.0,15.0,3.0,0.0,2.0,1.0,0.0,2,0,1,0.4,1.6,0.0,27.752000000000002,25.65,31.4
2017-12-21,337.0,104.0,0.0,23.0,8.0,0.0,1.0,0.0,0.0,3,0,1,0.0,0.0,0.0,27.5885,25.35,31.65
2017-12-22,299.0,102.0,0.0,12.0,11.0,0.0,3.0,3.0,0.0,4,0,1,1.85,7.4,0.0,27.1785,24.299999999999997,30.35
2017-12-23,258.0,100.0,0.0,14.0,7.0,0.0,2.0,1.0,0.0,5,0,1,0.0,0.0,0.0,27.4095,25.65,31.45
2017-12-24,210.0,82.0,0.0,16.0,3.0,0.0,0.0,0.0,0.0,6,0,0,0.35,1.4,0.0,27.5835,24.15,31.85
2017-12-25,214.0,123.0,0.0,21.0,17.0,0.0,0.0,0.0,0.0,0,1,0,0.25,1.0,0.0,27.7425,25.5,31.85
2017-12-26,333.0,181.0,0.0,23.0,11.0,0.0,0.0,0.0,0.0,1,0,1,0.2,0.8,0.0,27.7905,25.799999999999997,31.35
2017-12-27,392.0,195.0,0.0,24.0,8.0,0.0,2.0,0.0,0.0,2,0,1,0.9750000000000001,3.1,0.0,27.883499999999998,26.1,32.25
2017-12-28,450.0,237.0,1.0,29.0,31.0,0.0,5.0,3.0,0.0,3,0,1,0.3,1.2,0.0,27.9855,25.85,32.25
2017-12-29,482.0,245.0,0.0,64.0,21.0,0.0,5.0,1.0,0.0,4,0,1,0.275,0.6,0.0,28.475,25.8,32.5
2017-12-30,396.0,225.0,0.0,39.0,20.0,0.0,2.0,0.0,0.0,5,0,1,0.0,0.0,0.0,28.622999999999998,26.35,32.6
2017-12-31,234.0,111.0,0.0,34.0,13.0,0.0,3.0,0.0,0.0,6,0,0,0.0,0.0,0.0,28.635,26.0,33.1
