dia,M_0,F_0,O_0,M_3,F_3,O_3,M_4,F_4,O_4,num_of_stations
2017-11-08,679,282,2.0,50,28,0.0,1.0,0.0,0.0,80.0
2017-11-09,654,292,0.0,87,42,0.0,1.0,0.0,0.0,80.0
2017-11-10,561,276,2.0,60,53,1.0,2.0,0.0,0.0,80.0
2017-11-11,436,233,1.0,50,38,0.0,0.0,0.0,0.0,80.0
2017-11-12,378,302,2.0,46,48,0.0,1.0,1.0,0.0,80.0
2017-11-13,479,225,0.0,42,24,0.0,0.0,1.0,0.0,80.0
2017-11-14,604,277,1.0,37,25,0.0,1.0,1.0,0.0,80.0
2017-11-15,494,324,0.0,72,46,0.0,1.0,2.0,0.0,80.0
2017-11-16,565,227,0.0,77,31,1.0,2.0,1.0,0.0,80.0
2017-11-17,561,263,0.0,92,36,0.0,2.0,0.0,0.0,80.0
2017-11-18,483,211,0.0,73,39,0.0,0.0,0.0,0.0,80.0
2017-11-19,402,231,2.0,122,60,0.0,1.0,0.0,0.0,80.0
2017-11-20,530,242,1.0,80,34,0.0,3.0,0.0,0.0,80.0
2017-11-21,626,261,1.0,69,18,0.0,4.0,0.0,0.0,80.0
2017-11-22,637,264,0.0,43,24,0.0,3.0,0.0,0.0,80.0
2017-11-23,621,266,1.0,66,31,1.0,1.0,0.0,0.0,80.0
2017-11-24,572,251,0.0,44,23,0.0,1.0,0.0,0.0,80.0
2017-11-25,463,215,1.0,73,33,0.0,1.0,0.0,0.0,80.0
2017-11-26,423,263,0.0,51,25,0.0,1.0,0.0,0.0,80.0
2017-11-27,485,211,0.0,79,20,0.0,1.0,0.0,0.0,80.0
2017-11-28,514,240,1.0,63,29,0.0,8.0,0.0,0.0,80.0
2017-11-29,487,215,0.0,66,24,0.0,1.0,1.0,0.0,80.0
2017-11-30,491,204,0.0,60,25,0.0,6.0,2.0,0.0,80.0
2017-12-01,477,223,0.0,77,18,0.0,6.0,2.0,0.0,80.0
2017-12-02,344,170,1.0,29,18,0.0,1.0,1.0,0.0,80.0
2017-12-03,273,214,4.0,20,38,0.0,0.0,2.0,0.0,80.0
2017-12-04,425,193,0.0,37,15,0.0,2.0,1.0,0.0,80.0
2017-12-05,557,238,0.0,23,14,0.0,0.0,1.0,0.0,80.0
2017-12-06,541,241,0.0,17,22,0.0,0.0,1.0,0.0,80.0
2017-12-07,578,226,0.0,34,9,0.0,3.0,0.0,0.0,80.0
2017-12-08,479,231,0.0,34,19,0.0,2.0,1.0,0.0,80.0
2017-12-09,453,234,2.0,29,17,0.0,2.0,0.0,0.0,80.0
2017-12-10,343,202,1.0,7,6,0.0,2.0,0.0,0.0,80.0
2017-12-11,479,261,2.0,19,12,0.0,0.0,0.0,0.0,80.0
2017-12-12,521,271,0.0,16,18,0.0,0.0,0.0,0.0,80.0
2017-12-13,481,195,0.0,47,25,0.0,0.0,1.0,0.0,80.0
2017-12-14,559,239,0.0,37,15,0.0,1.0,1.0,0.0,80.0
2017-12-15,473,185,2.0,45,27,0.0,1.0,0.0,0.0,80.0
2017-12-16,351,151,0.0,29,11,0.0,1.0,0.0,0.0,80.0
2017-12-17,339,182,0.0,41,15,0.0,0.0,0.0,0.0,80.0
2017-12-18,437,184,0.0,33,19,0.0,1.0,1.0,0.0,80.0
2017-12-19,242,85,0.0,13,9,0.0,0.0,0.0,0.0,80.0
2017-12-20,240,106,0.0,15,3,0.0,2.0,1.0,0.0,80.0
2017-12-21,337,104,0.0,23,8,0.0,1.0,0.0,0.0,80.0
2017-12-22,299,102,0.0,12,11,0.0,3.0,3.0,0.0,80.0
2017-12-23,258,100,0.0,14,7,0.0,2.0,1.0,0.0,80.0
2017-12-24,210,82,0.0,16,3,0.0,0.0,0.0,0.0,80.0
2017-12-25,214,123,0.0,21,17,0.0,0.0,0.0,0.0,80.0
2017-12-26,333,181,0.0,23,11,0.0,0.0,0.0,0.0,80.0
2017-12-27,392,195,0.0,24,8,0.0,2.0,0.0,0.0,80.0
2017-12-28,450,237,1.0,29,31,0.0,5.0,3.0,0.0,80.0
2017-12-29,482,245,0.0,64,21,0.0,5.0,1.0,0.0,80.0
2017-12-30,396,225,0.0,39,20,0.0,2.0,0.0,0.0,80.0
2017-12-31,234,111,0.0,34,13,0.0,3.0,0.0,0.0,80.0
