year,month,day,avg_tmp
2017,08,31,27.540
2017,09,01,27.460
2017,09,02,27.340
2017,09,03,27.240
2017,09,04,26.780
2017,09,05,25.900
2017,09,06,27.280
2017,09,07,27.320
2017,09,08,27.800
2017,09,09,
2017,09,10,27.120
2017,09,11,27.380
2017,09,12,27.520
2017,09,13,27.200
2017,09,14,27.420
2017,09,15,27.140
2017,09,16,27.420
2017,09,17,27.420
2017,09,18,27.140
2017,09,19,27.520
2017,09,20,27.000
2017,09,21,27.240
2017,09,22,
2017,09,23,27.020
2017,09,24,27.360
2017,09,25,27.720
2017,09,26,27.780
2017,09,27,27.640
2017,09,28,27.660
2017,09,29,27.000
2017,09,30,27.040
2017,10,01,27.680
2017,10,02,27.380
2017,10,03,28.040
2017,10,04,27.900
2017,10,05,27.660
2017,10,06,27.640
2017,10,07,27.640
2017,10,08,27.580
2017,10,09,27.400
2017,10,10,26.420
2017,10,11,27.060
2017,10,12,27.600
2017,10,13,27.400
2017,10,14,26.960
2017,10,15,26.840
2017,10,16,27.240
2017,10,17,27.280
2017,10,18,28.000
2017,10,19,28.060
2017,10,20,28.100
2017,10,21,
2017,10,22,27.780
2017,10,23,28.120
2017,10,24,
2017,10,25,
2017,10,26,28.240
2017,10,27,27.660
2017,10,28,28.200
2017,10,29,27.680
2017,10,30,27.940
2017,10,31,28.080
2017,11,01,27.980
2017,11,02,28.160
2017,11,03,28.020
2017,11,04,27.820
2017,11,05,27.600
2017,11,06,28.080
2017,11,07,27.700
2017,11,08,27.540
2017,11,09,27.340
2017,11,10,27.820
2017,11,11,27.620
2017,11,12,27.860
2017,11,13,28.060
2017,11,14,27.920
2017,11,15,27.560
2017,11,16,26.560
2017,11,17,27.480
2017,11,18,27.320
2017,11,19,27.900
2017,11,20,27.600
2017,11,21,27.640
2017,11,22,27.820
2017,11,23,27.900
2017,11,24,27.860
2017,11,25,27.680
2017,11,26,28.040
2017,11,27,27.560
2017,11,28,27.640
2017,11,29,28.240
2017,11,30,28.160
2017,12,01,27.640
2017,12,02,27.770
2017,12,03,28.410
2017,12,04,28.540
2017,12,05,28.670
2017,12,06,28.530
2017,12,07,28.370
2017,12,08,28.230
2017,12,09,28.360
2017,12,10,28.310
2017,12,11,28.390
2017,12,12,28.630
2017,12,13,28.400
2017,12,14,28.140
2017,12,15,28.270
2017,12,16,28.510
2017,12,17,28.410
2017,12,18,28.390
2017,12,19,28.140
2017,12,20,27.800
2017,12,21,27.660
2017,12,22,27.340
2017,12,23,27.440
2017,12,24,27.600
2017,12,25,27.710
2017,12,26,27.760
2017,12,27,27.700
2017,12,28,27.900
2017,12,29,28.500
2017,12,30,28.700
2017,12,31,28.670
